text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
gold,1,1,4,fallback_support,1
very poor delivery forced office pickup after week,0,0,4,fallback_support,0
fraud seller wrong product delivered despite correct invoice,0,0,4,fallback_support,0
bank documents handed without verification concern,1,1,4,fallback_support,1
box cut parcel tampered,0,0,2,damage_lost,0
havent receive my parcel,0,0,4,fallback_support,1
delivery person refused door delivery and asked me to travel long distance,0,0,4,fallback_support,1
size extremely small,1,1,4,fallback_support,1
awesome service,2,2,4,fallback_support,2
parcel received opened item missing delivery person refused responsibility,0,0,2,damage_lost,0
it deliver late keep get message daily that not at home but no one ever come deilver this unprofessional understand that there can genuine case of delay,0,0,0,delay,0
delivery delayed had to collect from office,0,0,0,delay,0
delivery guy do not deliver parcel just because he climb stair,0,0,4,fallback_support,1
noiceeeee,1,1,4,fallback_support,1
delivery partner very polite and professional,2,2,4,fallback_support,2
wrong size received,1,0,4,fallback_support,0
after day effect,1,1,4,fallback_support,1
delivery boy promised delivery but delayed,1,0,0,delay,0
delivery was too late compared to schedule,0,0,0,delay,0
poor delivery service overall,0,0,4,fallback_support,0
on time,1,1,4,fallback_support,2
one day late delivery,1,0,0,delay,0
false reporting without visit or call,0,0,4,support,1
item not received no delivery attempt,0,0,2,damage_lost,0
office jake lena pada service ekdam galat hai,0,0,4,fallback_support,1
confidential letter delivered to wrong person security risk,1,0,1,wrong_delivery,0
fantastic five star,2,2,4,fallback_support,2
ok good,2,2,4,fallback_support,2
delivery improvement required,1,1,4,fallback_support,1
satisfied with service,2,2,4,fallback_support,2
not delivered at my location,0,0,4,fallback_support,0
excellent fast service,2,2,4,fallback_support,2
delivery reached district but not delivered for days,0,0,4,fallback_support,0
very late delivery,0,0,0,delay,0
delivered to wrong person address,0,0,1,wrong_delivery,0
by my name correction required,1,1,4,fallback_support,1
product defective,0,0,4,fallback_support,1
delivery address marked incorrect falsely,0,0,4,fallback_support,0
punctuality,1,1,4,fallback_support,1
delivery not on time wrong info given,0,0,0,delay,0
no manner talk eldersneed improve interaction behaviour which cant insult client especially senior,0,0,3,behaviour,1
bad service delivery boy start call me from pm deliver at he call with different different number again again,0,0,4,support,0
delivery boy patience appreciated,2,2,4,fallback_support,2
delivery late no site update,0,0,0,delay,0
self pickup delivery failed,1,1,0,delay,1
very good service impressed,2,2,4,fallback_support,2
many times delivery avoided with false reasons no call made,0,0,3,behaviour,1
Nothing need to change,1,1,4,fallback_support,1
waited whole day no call delivery timing unclear,1,2,3,behaviour,1
product not delivered at all,0,0,4,fallback_support,0
delivery partner was very rude refused to come near doorstep and spoke harshly unacceptable behaviour,0,0,3,behaviour,0
delivery after full payment delayed,0,0,0,delay,0
package not delivered,1,0,4,fallback_support,0
it deliver at all whom deliver god only know,1,1,4,fallback_support,1
correct delivery,2,2,4,fallback_support,2
get different product not what ordered,1,1,4,fallback_support,1
delivery delay with false premise closed update very poor service,0,0,0,delay,0
shipment not delivered fake update,0,0,4,fallback_support,0
rude behaviour,0,0,3,behaviour,0
saree damaged,0,0,2,damage_lost,0
partial delivery app shows full delivered,1,1,4,fallback_support,1
product does not fit cannot use,0,0,4,fallback_support,1
good service communication easy,2,2,4,fallback_support,2
excellent customer service,2,2,4,support,2
ok receive,1,1,4,fallback_support,1
professional conduct,1,1,4,fallback_support,2
we cant receive flicka silk touch only lipstick receive from box,1,1,4,fallback_support,1
important courier delayed without call,0,0,0,delay,0
delivery guy didnt deliver order,0,0,4,fallback_support,1
u deliver wrong courier,0,0,4,fallback_support,0
fake product exchanged fraud,0,0,7,refund,0
no call received from courier,1,1,3,behaviour,1
one of best delivery,2,2,4,fallback_support,2
delivery staff rude liar needs training,0,0,3,behaviour,0
scope for improvement in online KYC verification,1,1,4,fallback_support,1
delivery marked but receiver different,1,1,4,fallback_support,1
delivery staff need behaviour training,1,1,3,behaviour,1
very nice product,2,2,4,fallback_support,2
sunday dilivery honi chahiye,1,1,4,fallback_support,1
yes received service,1,1,4,fallback_support,1
quick service provider deliver on time,1,1,4,fallback_support,2
incorrect address reported intentionally,1,1,4,fallback_support,0
delivery guy refuse come up collect downstairs,1,1,4,fallback_support,1
ok thanks,1,2,4,fallback_support,2
bad delivery service,0,0,4,fallback_support,0
long term customer trust appreciated,1,1,4,fallback_support,2
outstanding service from blue dartgood behavior blue dart agent,2,2,3,behaviour,2
not at all satisfied,1,1,4,fallback_support,2
service appreciable,2,2,4,fallback_support,2
delivery status incorrect no call received,0,0,3,behaviour,0
extremely rude delivery behaviour,0,0,3,behaviour,0
delivery boy behaved very rudely and arrogantly,0,0,3,behaviour,0
pathetic delivery and customer care never recommend,0,0,4,support,1
self pickup,1,1,4,fallback_support,1
delivery boy never comes to floor always leaves at ground floor very disappointing,0,0,4,fallback_support,1
As of now very good experience,2,2,4,fallback_support,2
product not delivered,0,0,4,fallback_support,0
no delivered,1,1,4,fallback_support,1
village delivery slow dissatisfied,0,0,0,delay,0
On.pay.link,1,1,4,fallback_support,1
worst delivery service refund demanded,0,0,7,refund,0
option to choose delivery date required,1,1,4,fallback_support,1
good service ashwin david thank you,2,2,4,fallback_support,2
very nice delivery experience,2,2,4,fallback_support,2
did not receive delivery,0,0,2,damage_lost,0
delivery delay with no communication,0,0,0,delay,0
late delivery again,1,0,0,delay,0
franchise person never delivers at home,0,0,4,fallback_support,1
order never delivered always marked premise locked,0,0,4,fallback_support,1
delivery executive very rude behaviour,0,0,3,behaviour,0
deliver on time without forcing office pickup,1,1,4,fallback_support,2
delivery status falsely marked delivered,1,1,4,fallback_support,1
delivery pending,1,1,0,delay,0
super fast one day delivery polite staff,2,2,4,fallback_support,2
return requested bad product,0,0,7,refund,0
wrong item delivered dust instead of product,0,0,4,fallback_support,0
sharan very kind hard working,2,2,4,fallback_support,2
packet torn need careful handling,1,1,2,damage_lost,1
courier person called first day then no follow up false status updated repeatedly,1,1,4,support,1
atm card not delivered needs branch help,0,0,4,fallback_support,0
shipment marked delivered but not received,1,1,2,damage_lost,0
company cheated wrong product sent fraud,0,0,4,fallback_support,0
excell,1,1,4,fallback_support,1
awesome,2,2,4,fallback_support,2
Hg,1,1,4,fallback_support,1
amit ok,1,1,4,fallback_support,1
delivery date earlier than expected,1,1,4,fallback_support,1
package not yet received,0,0,4,fallback_support,1
delivery speedy smooth,2,2,4,fallback_support,2
courier delivered to wrong address,0,0,1,wrong_delivery,0
courier delivered on time thank you,2,2,4,fallback_support,2
fabric quality very cheap,1,1,4,fallback_support,1
otp based delivery safe and secure,2,2,4,fallback_support,2
nil feedback,1,1,6,pricing,1
delivery boy refused area delivery,0,0,4,fallback_support,1
great timely delivery,2,2,4,fallback_support,2
very good product value,2,2,4,fallback_support,2
video kyc improvement suggestion,1,1,4,fallback_support,1
unable to track package location,1,1,5,tracking,1
delay without reason,1,0,0,delay,0
product not delivered as per convenience,0,0,4,fallback_support,0
timely,1,1,4,fallback_support,2
nothing to add,1,1,4,fallback_support,1
very happy with this courier service,2,2,4,fallback_support,2
package never delivered false attempts marked,0,0,4,fallback_support,1
last credit card delivery was very bad,0,0,4,fallback_support,0
delivery agent never called even after reschedule,1,1,4,support,1
payment failed due to network issue,0,0,4,fallback_support,0
wrong information about address marked without OTP or call,0,0,4,support,0
bad experience ever order not yet deliver but status delivered,0,0,4,fallback_support,0
relationship manager suggestion for improvement,1,1,4,fallback_support,1
very pathetic service,0,0,4,fallback_support,1
delivery person not good,0,0,4,fallback_support,2
completely satisfied with recent delivery,2,2,4,fallback_support,2
good h,1,2,4,fallback_support,2
package roaming with rider no update forced hub pickup,1,1,5,tracking,0
when get product blue dart parcel tore inside also one of product plastic tore,1,1,4,fallback_support,1
very satisfied with service,2,2,4,fallback_support,2
poor service credit card charged without update,0,0,6,pricing,0
return requested due to size issue,0,0,7,refund,0
fraud order wrong item sent,0,0,4,fallback_support,0
false delivery attempt remarks without calling customer,0,0,4,support,1
fast and secure,2,2,4,fallback_support,2
parcel expected delivery date missed,1,1,4,fallback_support,1
delivery handled well polite staff,2,2,4,fallback_support,2
not delivered to right person,0,0,4,fallback_support,0
not pure product quality,1,1,4,fallback_support,1
just keep up good work,2,2,4,fallback_support,2
can buy pack but get one pack,1,1,4,fallback_support,1
refund requested,1,0,7,refund,1
please cancel my order this wrong item,0,0,4,fallback_support,0
polite behaviour of delivery person,2,2,3,behaviour,2
please avoid delivery delay,1,0,0,delay,0
great service on time delivery,2,2,4,fallback_support,2
delivery pleasant but delayed,1,0,0,delay,0
not received,1,1,2,damage_lost,0
shipment falsely marked delivered,0,0,4,fallback_support,1
third class service,1,1,4,fallback_support,1
delivery rescheduled falsely,0,0,0,delay,0
im very happy,2,2,4,fallback_support,2
delivery call used bluedart address,1,1,4,support,1
delivery agent unable to reach location despite map and live location,1,1,4,fallback_support,1
parcel taken back by delivery agent,1,1,4,fallback_support,1
delivery boy dropped parcel without handover poor practice,0,0,4,fallback_support,0
want to return product received old item,0,0,7,refund,0
correct pincode but courier held for three days,0,0,4,fallback_support,1
loan installment details required,1,1,4,fallback_support,1
delivery agent behaved rudely while delivering medicine,0,0,3,behaviour,0
refund process query,1,0,7,refund,1
ordered pillow received only one,1,1,4,fallback_support,1
ordered item not sent different item received,1,1,4,fallback_support,1
delivery agent behaves so rude,0,0,3,behaviour,0
order falsely marked not available before return,0,0,7,refund,0
late delivery by one day,1,0,0,delay,0
service is reliable and good,2,2,4,fallback_support,2
awsome service from blue dart courier,2,2,4,fallback_support,2
please deliver faster,1,1,4,fallback_support,2
delivery boy lied about availability,0,0,4,fallback_support,1
very delayed delivery not happy,0,0,0,delay,0
delivered without actual delivery,1,1,4,fallback_support,1
received image but wrong size delivered,1,0,4,fallback_support,0
Good banking,2,2,4,fallback_support,2
very bad behaviour not acceptable,0,0,3,behaviour,0
item not received,1,1,2,damage_lost,0
parcel not receive message came delivered,1,1,4,fallback_support,1
service already good,2,2,4,fallback_support,2
good quality best service,2,2,4,fallback_support,2
delivery executive rude handling shipment,0,0,3,behaviour,0
wrong item delivered by courier boy,0,0,4,fallback_support,0
delivery delayed without location update,0,0,0,delay,0
allow delivery at fixed slot,1,1,4,fallback_support,1
fake product wrong watch received want return,0,0,7,refund,0
fully satisfied with delivery person,2,2,4,fallback_support,2
staff behaviour extremely poor at branch,1,1,3,behaviour,0
very good nice,2,2,4,fallback_support,2
dress completely different from image want return,0,0,7,refund,0
payment issue extra amount collected,1,0,6,pricing,0
delivery poor service,0,0,4,fallback_support,0
false delivery report despite availability,1,1,4,fallback_support,1
parcel damaged after multiple follow ups and retaped worst experience,0,0,2,damage_lost,0
service good,1,2,4,fallback_support,2
extra money taken beyond order value,0,0,4,fallback_support,1
order placed by mistake want return,1,1,7,refund,1
must,1,1,4,fallback_support,1
bank account opening smooth and hassle free,2,2,4,fallback_support,2
before arrive please give call,1,1,4,support,1
call before delivery,1,1,4,support,1
fraud parcel received instead of original item,0,0,4,fallback_support,1
delivery agent returned exact change,1,1,7,refund,1
pathetic service,0,0,4,fallback_support,1
had to collect from hub after two weeks,0,0,4,fallback_support,1
package received opened item not missing but seems used earlier,0,0,4,fallback_support,0
delivery boy behaved badly shouted and did not listen to address instructions,0,0,3,behaviour,0
name reference,1,1,4,fallback_support,1
it took extra day for delivery,1,1,4,fallback_support,1
not in time,1,1,4,fallback_support,1
mobile cover small size issue,1,0,4,fallback_support,0
order not delivered suspected fraud,0,0,4,fallback_support,0
lipstick delivered was empty and used product,0,0,4,fallback_support,1
order not delivered to me,0,0,4,fallback_support,0
reliable courier overall,1,1,4,fallback_support,1
forced to collect from outlet repeatedly,0,0,4,fallback_support,1
delivery partner did not deliver on time,0,0,4,fallback_support,2
poor quality name tag,0,0,4,fallback_support,0
courier not delivered home collected from office,0,0,4,fallback_support,0
forced hub pickup after fake remarks,0,0,4,fallback_support,0
size issue and poor quality product,0,0,4,fallback_support,0
best quality received,1,1,4,fallback_support,1
delivery without consent unacceptable,1,1,4,fallback_support,1
used product in package,1,1,4,fallback_support,1
dont schedule delivery on weekend,1,1,4,fallback_support,1
excellent service super fast delivery,2,2,4,fallback_support,2
satisfactory experience,2,2,4,fallback_support,2
delivery delayed at hub without intimation,0,0,0,delay,0
delivery executive patient and helpful,2,2,4,fallback_support,2
no thoughts,1,1,4,fallback_support,1
product damaged during transport,0,0,2,damage_lost,0
shipment delivered to different receiver,1,1,4,fallback_support,1
delivery partner refused to deliver at my address,0,0,4,fallback_support,1
no doorstep delivery forced self pickup,0,0,4,fallback_support,1
you serve best,2,2,4,fallback_support,2
delivery boy did not come to my home address,0,0,4,fallback_support,1
not delivered to me,0,0,4,fallback_support,0
it recommend provide order reach owner,1,1,4,fallback_support,1
delay delivery,1,0,0,delay,0
card not delivered had to collect from bluedart office staff behaviour bad,0,0,3,behaviour,0
be honest in first place,1,1,4,fallback_support,1
behavior very good,2,2,3,behaviour,2
sir this rong item how can return this not my order,0,0,1,wrong_delivery,0
very pleased with service,2,2,4,fallback_support,2
not delivered had to collect parcel personally,1,0,4,fallback_support,0
didnt receive order,1,1,4,fallback_support,1
delivery boy contact number should be visible,1,1,4,support,1
best delivery service ever,2,2,4,fallback_support,2
delivery delayed need proactive communication,1,0,0,delay,0
one of best service thank you so much,2,2,4,fallback_support,2
delay service,1,0,0,delay,0
too much late delivery,0,0,0,delay,0
parcel not deliver but message come a deliver,1,1,4,fallback_support,1
Credit card and online banking facilities should be offered . ,1,1,4,fallback_support,1
good service good delivery person,2,2,4,fallback_support,2
consignment not received yet,1,1,2,damage_lost,0
ordered sunglasses wrong brand delivered,0,0,4,fallback_support,0
false door closed remark,0,0,4,fallback_support,1
parcel stuck at hub had to collect myself,0,0,4,fallback_support,0
humble service,2,2,4,fallback_support,2
one day delay at patna airport,1,0,0,delay,0
delivery not completed on time one week delay false incorrect address reasons,0,0,0,delay,0
no comment,1,1,4,fallback_support,1
good service first delivery,2,2,4,fallback_support,2
good working,2,2,4,fallback_support,2
dont wan,1,1,4,fallback_support,1
delivery slow and late,1,0,0,delay,0
forced to pick order from office after delays,0,0,0,delay,0
product different from website images,1,1,4,fallback_support,1
just great service,2,2,4,fallback_support,2
delivery boy extremely poor performance,0,0,4,fallback_support,0
improve delivery service,1,1,4,fallback_support,1
damage box little bit open,1,0,2,damage_lost,1
courier not delivered no call track immediately,0,0,5,tracking,0
delivery guy very helpful,2,2,4,fallback_support,2
no call unsure where parcel delivered,0,0,3,behaviour,1
bank charges slabs not explained clearly before account opening,1,2,4,fallback_support,1
poor communication high price very late delivery,0,0,0,delay,0
wrong product delivered,1,0,4,fallback_support,0
fantastic service packaging very safe,2,2,4,fallback_support,2
best service experience,2,2,4,fallback_support,2
package leaked inside but staff fine,1,1,2,damage_lost,1
friendliness professionalism average,1,1,4,fallback_support,2
please reduce transit time,1,1,4,fallback_support,1
no need,1,1,4,fallback_support,1
wrong item delivered unfair want return,0,0,7,refund,0
perfect,1,2,4,fallback_support,2
your irresponsibility beyond explanation,0,0,4,fallback_support,1
service not available area still accepted order,0,0,4,fallback_support,1
order marked delivered but not received,0,0,2,damage_lost,0
improvement seen delivery system better now,1,1,4,fallback_support,1
Yy,1,1,4,fallback_support,1
packet not received,0,0,2,damage_lost,0
my parshl id not dilevery,1,1,4,fallback_support,1
delivery person proactive and reached customer,2,2,4,fallback_support,2
address corrected and delivered successfully thanks,2,2,4,fallback_support,2
just need add number of delivery partner,1,1,4,fallback_support,1
good service fast delivery,2,2,4,fallback_support,2
prashant good always polite on time,2,2,4,fallback_support,2
always prompt polite delivery important,2,2,4,fallback_support,2
stupid service,0,0,4,fallback_support,1
delivery inconvenience faced,0,0,4,fallback_support,1
debit card not delivered but marked delivered,0,0,4,fallback_support,0
best fast service,2,2,4,fallback_support,2
no suggestion,1,1,4,fallback_support,1
didnt receive item,0,0,4,fallback_support,1
delivery man rude behaviour,0,0,3,behaviour,0
false delivery attempt marked,0,0,4,fallback_support,1
good service decent timely delivery,2,2,4,fallback_support,2
delivery partner refused doorstep delivery,0,0,4,fallback_support,1
delivery boy very rude mannerless,0,0,3,behaviour,0
thanks,1,2,4,fallback_support,2
delivery person called earlier,1,1,4,support,1
no verification risky delivery,1,1,4,fallback_support,1
delivery agent refunded without delivery,1,0,7,refund,1
prompt polite speedy delivery,1,1,4,fallback_support,2
multiple complaints raised earlier,1,1,4,support,0
best service in india,2,2,4,fallback_support,2
OTP taken on call but parcel not delivered,0,0,4,support,0
delivery partner rude refused floor delivery insisted to come down,0,0,3,behaviour,0
missing item in parcel protein bar not received,0,0,2,damage_lost,0
staff delivered safely thanks,2,2,4,fallback_support,2
marked delivered but no delivery happened,0,0,4,fallback_support,1
no follow up,1,1,4,support,1
receiver received,1,1,4,fallback_support,1
awesome,1,2,4,fallback_support,1
package delivered with proper instructions intact,1,1,4,fallback_support,1
delivery message received but parcel not delivered,1,0,4,fallback_support,0
deliver product on time,1,1,4,fallback_support,2
item not delivered but message says delivered,0,0,4,fallback_support,0
very cooperative staff,1,1,4,fallback_support,1
delivery team very polite and fast,2,2,4,fallback_support,2
professional behaviour appreciated,1,1,3,behaviour,2
hiii,1,1,4,fallback_support,1
slow but safe delivery,1,1,4,fallback_support,1
parcel not received no call from delivery team,0,0,2,damage_lost,0
delivery man irresponsible no local office number,0,0,4,fallback_support,1
very helpful delivery executive,2,2,4,fallback_support,2
not delivered product,0,0,4,fallback_support,0
product missing from box,0,0,2,damage_lost,0
delivery boy rude bossy behaviour,0,0,3,behaviour,0
did not receive card,0,0,2,damage_lost,0
delivery boy refused village delivery,1,1,4,fallback_support,1
best,1,1,4,fallback_support,1
Everything is good please keep privacy and security related issues always,2,0,0,delay,0
want bigger size,1,1,4,fallback_support,1
delivery boy polite and communicates well,2,2,4,fallback_support,2
parcel reference,1,1,4,fallback_support,1
this time service bad,0,0,4,fallback_support,0
very nice delivery person,2,2,4,fallback_support,2
passport delivery charged extra incorrectly,1,1,6,pricing,0
charged extra amount,1,1,6,pricing,1
delivery delayed four days,0,0,0,delay,0
not yet received worried about delay,1,0,0,delay,0
delivery agent forced customer to collect parcel elsewhere,1,1,4,fallback_support,1
worst experience delayed forced pickup,0,0,0,delay,0
status marked delivered but not received,0,0,2,damage_lost,0
day late delivery,1,0,0,delay,0
good organisation and timely delivery,2,2,4,fallback_support,2
please call if address issue or delivery delay,1,0,0,delay,0
delivery boy threatened customer,0,0,3,behaviour,1
smooth delivery experience,2,2,4,fallback_support,2
great experience staff support appreciated,2,2,4,support,2
delivery staff behaved rudely threatened customer and refused delivery,0,0,3,behaviour,0
technical issue caused one day extra delivery,1,0,4,fallback_support,0
delivery schedule unclear,1,2,4,fallback_support,1
wrong contact number remove it,1,0,4,support,0
delivery staff refused doorstep delivery and misbehaved,0,0,3,behaviour,1
product damaged,1,0,2,damage_lost,0
quality unclear,1,2,4,fallback_support,1
brand mismatch concern,1,1,4,fallback_support,1
overall service good,1,2,4,fallback_support,2
professional delivery,1,1,4,fallback_support,2
asked to collect from different location,1,1,4,fallback_support,1
good delivery experience,2,2,4,fallback_support,2
defective product received,0,0,4,fallback_support,1
polite efficient delivery person,2,2,4,fallback_support,2
great service,2,2,4,fallback_support,2
easy accessible office,1,1,4,fallback_support,1
Gay,1,1,4,fallback_support,1
address change option needed,1,1,4,fallback_support,1
interest rate high for first time buyer,1,1,4,fallback_support,1
forced to travel far to collect parcel,0,0,4,fallback_support,1
I didn't feel that you should improve anything. IDFC first Bank  banking services are excellent ,1,2,6,pricing,1
very good service,2,2,4,fallback_support,2
convenient delivery experience,2,2,4,fallback_support,2
fake delivery attempt marked daily,0,0,4,fallback_support,0
delivery timely and perfect condition,2,2,4,fallback_support,2
incorrect address on google issue,1,0,4,fallback_support,0
urgent service required,1,1,4,fallback_support,1
we did not receive our courier,0,0,2,damage_lost,0
very good behavior fast delivery,2,2,3,behaviour,2
do not deliver parcel,0,0,4,fallback_support,1
not delivered yet,0,0,0,delay,0
refund required,1,0,7,refund,1
not received at all,1,1,2,damage_lost,0
courier boy behaviour not good,0,0,3,behaviour,2
call before parcel delivery,1,1,4,support,1
good delivery partner,2,2,4,fallback_support,2
account issue wrong account opened request closure,0,0,4,fallback_support,0
very good experience respectful delivery staff,2,2,4,fallback_support,2
rude delivery person left parcel outside,0,0,3,behaviour,0
customer first,1,1,4,fallback_support,1
forced to collect from bluedart office,0,0,4,fallback_support,1
odd experience,1,1,4,fallback_support,1
marked delivered without call,0,0,4,support,1
delivery agent marks not available without calling,0,0,4,support,1
everything great,2,2,4,fallback_support,2
delivery guy stopped before address,1,1,4,fallback_support,1
thank you for super fast delivery,2,2,4,fallback_support,2
delivery boy friendly,1,1,4,fallback_support,1
please share expected delivery date via message,1,1,4,fallback_support,1
consignment not received,1,1,2,damage_lost,0
grateful for excellent service,2,2,4,fallback_support,2
very good overall,2,2,4,fallback_support,2
wrong item delivered refund required,0,0,7,refund,0
want return product,1,1,7,refund,1
tracking details should be shared before delivery,1,1,5,tracking,1
not good appearance,0,0,4,fallback_support,2
no proper delivery had to carry parcel myself,1,1,4,fallback_support,1
fast,1,1,4,fallback_support,2
payment update related,1,0,0,delay,0
seamless process opened NRO NRE account easily fast track service excellent experience,2,2,5,tracking,1
fake order received need cyber complaint,1,1,4,support,0
package very dirty have lot of dust deposit on it,0,0,4,fallback_support,1
fastest courier in our region,1,1,4,fallback_support,2
route map needed,1,1,4,fallback_support,1
delivery person asked to come out,1,1,4,fallback_support,1
shipment delays observed,1,0,0,delay,0
package leak from inside,1,1,2,damage_lost,1
excellent but little late,1,0,0,delay,0
delivery person delivered wrong item instead of ordered product,0,0,4,fallback_support,0
delivery extremely late,0,0,0,delay,0
delivery partner rude shouted and threatened to throw parcel,0,0,3,behaviour,0
delivery person rude refused to read address,0,0,3,behaviour,0
professional service,1,1,4,fallback_support,2
Already very nice process,2,2,4,fallback_support,2
fake item delivered fraud case,0,0,4,fallback_support,0
delivery partner extremely rude worst experience,0,0,3,behaviour,0
deliver person helped despite address misprint,2,2,4,fallback_support,2
appreciate pramod for excellent polite service,2,2,4,fallback_support,2
reluctant doorstep delivery repeated issue,0,0,4,fallback_support,0
company cheated wrong product delivered,0,0,4,fallback_support,0
waste service,0,0,4,fallback_support,1
delivery partner raised false info,0,0,4,fallback_support,1
delivery delayed by one day from tracking system,1,0,0,delay,0
superb experience,2,2,4,fallback_support,2
share delivery executive number,1,1,4,fallback_support,1
did not order this product cash taken need refund,0,0,7,refund,0
courier person needs training,1,1,4,fallback_support,1
fast secure delivery,1,1,4,fallback_support,2
delivery boy very helpful and friendly,2,2,4,fallback_support,2
pricing mismatch between charged amount and offer price,0,0,6,pricing,1
fraud you,0,0,4,fallback_support,1
delivery person nice and helpful,2,2,4,fallback_support,2
unclear feedback,1,2,6,pricing,1
fraud empty box delivered serious issue,1,0,2,damage_lost,0
good service thank you,2,2,4,fallback_support,2
pathetic experience forced office pickup,0,0,4,fallback_support,1
strong dissatisfaction delivery delayed,0,0,0,delay,0
false daily status updates claiming address incomplete,0,0,4,fallback_support,1
well spoken and very professional delivery person,2,2,4,fallback_support,2
thank you for delivery service liked it,2,2,4,fallback_support,2
very fast delivery happy,2,2,4,fallback_support,2
delivery agent confirmed availability but delayed delivery,1,0,0,delay,0
didnt receive my order,0,0,4,fallback_support,1
shiva delivers promptly with care,2,2,4,fallback_support,2
why consignment late despite early arrival,1,0,0,delay,0
delivery message shown but item not received,1,1,2,damage_lost,0
do not delay service,1,0,0,delay,0
happy with service,2,2,4,fallback_support,2
delivery executive very good and polite respectful great service,2,2,4,fallback_support,2
wrong item received,1,0,4,fallback_support,0
fast delivery on time,2,2,4,fallback_support,2
delivery person professional and helpful,2,2,4,fallback_support,2
want return order,1,1,7,refund,1
no comments,1,1,4,fallback_support,1
could day faster,2,2,4,fallback_support,2
welcome kit not delivered even after week,0,0,4,fallback_support,0
product nice,2,2,4,fallback_support,2
genuine courier company reaches on time and delivers safely thank you bluedart,2,2,4,fallback_support,2
superb,1,1,4,fallback_support,1
loan issue mentioned,1,0,4,fallback_support,0
very good service respect keep it up,2,2,4,fallback_support,2
trustworthy courier partner,2,2,4,fallback_support,2
service extremely poor unacceptable,1,1,4,fallback_support,0
delivery done without phone call,1,1,4,support,1
self collected parcel,1,1,4,fallback_support,1
customer should be informed before delivery,1,1,4,fallback_support,1
delivery refused asked self pickup,0,0,4,fallback_support,1
want return,1,1,7,refund,1
delivery boy argued at doorstep,0,0,3,behaviour,1
delivery shows delivered but package not received,0,0,2,damage_lost,0
didnt receive complimentary gift,0,0,4,fallback_support,1
perfect delivery experience,2,2,4,fallback_support,2
delivery person did not return balance amount,0,0,7,refund,0
technical issue in app resolved by customer care overall smooth account opening experience,2,0,4,support,0
good time management,1,2,4,fallback_support,2
avoid mis-selling,1,1,4,fallback_support,1
delivery boy very rude,0,0,3,behaviour,0
it not my product,1,1,4,fallback_support,1
one day delay at airport,1,0,0,delay,0
delivery staff reached on time good job,2,2,4,fallback_support,2
delivery person polite prompt,2,2,4,fallback_support,2
professional delivery service,1,1,4,fallback_support,2
product quality unsatisfactory,0,0,4,fallback_support,1
pincode error delayed delivery,0,0,0,delay,0
good delivery boy,2,2,4,fallback_support,2
duplicate earbuds delivered instead of original,1,1,4,fallback_support,1
not delivered to home,1,0,4,fallback_support,0
random text,1,1,4,fallback_support,1
professional delivery handling,1,1,4,fallback_support,2
very bad service order delivered one day late,0,0,0,delay,0
contact you but you dont updated address of your delivery hub in my hometown upon ask for number of any executive present here tell thats it personal can not share provide my number yet delivery executive dial just one number which didnt even connect he straight away reschedule delivery attempt next which holiday get know after reach hubthese many flaw do frustrate me quite well,0,0,4,support,1
package arrived open but product intact and fine,2,2,4,fallback_support,2
"Good relationship manager 
",2,2,4,fallback_support,2
bad very bad,0,0,4,fallback_support,0
provide valid information to customers,1,1,4,fallback_support,1
very poor delivery experience,0,0,4,fallback_support,0
foreign text,1,1,4,fallback_support,1
didnt receive any courier,0,0,4,fallback_support,1
service very good receive my order more early then expect,2,2,4,fallback_support,2
bad service repeated calls,0,0,4,support,0
provide delivery boy contact number,1,1,4,support,1
sender fraud no accountability,0,0,4,fallback_support,1
delivery agent contacted only once then rescheduled repeatedly,0,0,4,support,1
delivery agent did not allow checking parcel,0,0,4,fallback_support,1
it quick efficient,1,1,4,fallback_support,2
not receive delivery,1,1,4,fallback_support,1
ok send,1,1,4,fallback_support,1
not deliver,1,1,4,fallback_support,1
good man good behavior,2,2,3,behaviour,2
otp taken parcel not delivered fraud,0,0,4,fallback_support,0
delivery partner rude not understanding,0,0,3,behaviour,0
thank you for doorstep delivery,2,2,4,fallback_support,2
product not received at all,0,0,2,damage_lost,0
late delivery days,1,0,0,delay,0
weight missing in parcel received less quantity,1,0,4,fallback_support,0
delivery person info needed,1,1,4,fallback_support,1
dedicated delivery person cares for customer,1,1,4,fallback_support,1
delivery falsely marked refused twice,0,0,4,fallback_support,1
delivery boy came to door,1,1,4,fallback_support,1
service very time consuming,0,0,4,fallback_support,1
didnt deliver the parcel,0,0,4,fallback_support,1
wuality u rough fictionous for this price quality of satin average,1,1,4,fallback_support,1
nice fast service,2,2,4,fallback_support,2
confusing message,1,1,4,fallback_support,1
empty packet received,1,1,4,fallback_support,1
please try deliver on time,1,1,4,fallback_support,2
my order misplace not what order,0,0,4,fallback_support,1
everything is seamless thank you,2,2,4,fallback_support,2
parcel not received but marked delivered no call from courier,1,1,2,damage_lost,0
delivery marked delivered without receipt,0,0,4,fallback_support,1
shipment status wrongly showed incorrect address,0,0,5,tracking,0
delivery boy kind humble,2,2,4,fallback_support,2
keep up good work,2,2,4,fallback_support,2
item not receive,1,1,4,fallback_support,1
documents delivered to unknown person without verification security issue,1,0,4,fallback_support,0
parcel delivered to wrong person without verification,0,0,1,wrong_delivery,0
