text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
delivery speedy smooth,2,2,4,fallback_support,2,1,0
courier delivered to wrong address,0,0,1,wrong_delivery,0,3,2
courier delivered on time thank you,2,2,4,fallback_support,2,1,0
fabric quality very cheap,1,1,4,fallback_support,1,0,0
otp based delivery safe and secure,2,2,4,fallback_support,2,1,0
nil feedback,1,1,6,pricing,1,0,0
delivery boy refused area delivery,0,0,4,fallback_support,1,0,1
great timely delivery,2,2,4,fallback_support,2,1,0
very good product value,2,2,4,fallback_support,2,1,0
video kyc improvement suggestion,1,1,4,fallback_support,1,0,0
unable to track package location,1,1,5,tracking,1,0,1
delay without reason,1,0,0,delay,0,2,2
product not delivered as per convenience,0,0,4,fallback_support,0,3,2
timely,1,1,4,fallback_support,2,0,0
nothing to add,1,1,4,fallback_support,1,0,0
very happy with this courier service,2,2,4,fallback_support,2,1,0
package never delivered false attempts marked,0,0,4,fallback_support,1,0,1
last credit card delivery was very bad,0,0,4,fallback_support,0,3,2
delivery agent never called even after reschedule,1,1,4,support,1,0,0
payment failed due to network issue,0,0,4,fallback_support,0,3,2
wrong information about address marked without OTP or call,0,0,4,support,0,3,2
bad experience ever order not yet deliver but status delivered,0,0,4,fallback_support,0,3,2
relationship manager suggestion for improvement,1,1,4,fallback_support,1,0,0
very pathetic service,0,0,4,fallback_support,1,0,1
delivery person not good,0,0,4,fallback_support,2,1,1
completely satisfied with recent delivery,2,2,4,fallback_support,2,1,0
good h,1,2,4,fallback_support,2,1,0
package roaming with rider no update forced hub pickup,1,1,5,tracking,0,2,2
when get product blue dart parcel tore inside also one of product plastic tore,1,1,4,fallback_support,1,0,0
very satisfied with service,2,2,4,fallback_support,2,1,0
poor service credit card charged without update,0,0,6,pricing,0,3,2
return requested due to size issue,0,0,7,refund,0,4,3
fraud order wrong item sent,0,0,4,fallback_support,0,4,3
false delivery attempt remarks without calling customer,0,0,4,support,1,0,1
fast and secure,2,2,4,fallback_support,2,1,0
parcel expected delivery date missed,1,1,4,fallback_support,1,0,0
delivery handled well polite staff,2,2,4,fallback_support,2,1,0
not delivered to right person,0,0,4,fallback_support,0,3,2
not pure product quality,1,1,4,fallback_support,1,0,0
just keep up good work,2,2,4,fallback_support,2,1,0
can buy pack but get one pack,1,1,4,fallback_support,1,0,0
refund requested,1,0,7,refund,1,0,0
please cancel my order this wrong item,0,0,4,fallback_support,0,3,2
polite behaviour of delivery person,2,2,3,behaviour,2,1,0
please avoid delivery delay,1,0,0,delay,0,2,2
great service on time delivery,2,2,4,fallback_support,2,1,0
delivery pleasant but delayed,1,0,0,delay,0,2,2
not received,1,1,2,damage_lost,0,0,0
shipment falsely marked delivered,0,0,4,fallback_support,1,0,1
third class service,1,1,4,fallback_support,1,0,0
delivery rescheduled falsely,0,0,0,delay,0,3,2
im very happy,2,2,4,fallback_support,2,1,0
delivery call used bluedart address,1,1,4,support,1,0,0
delivery agent unable to reach location despite map and live location,1,1,4,fallback_support,1,0,0
parcel taken back by delivery agent,1,1,4,fallback_support,1,0,0
delivery boy dropped parcel without handover poor practice,0,0,4,fallback_support,0,3,2
want to return product received old item,0,0,7,refund,0,4,3
correct pincode but courier held for three days,0,0,4,fallback_support,1,0,1
loan installment details required,1,1,4,fallback_support,1,0,0
delivery agent behaved rudely while delivering medicine,0,0,3,behaviour,0,3,2
refund process query,1,0,7,refund,1,0,0
ordered pillow received only one,1,1,4,fallback_support,1,0,0
ordered item not sent different item received,1,1,4,fallback_support,1,0,0
delivery agent behaves so rude,0,0,3,behaviour,0,3,2
order falsely marked not available before return,0,0,7,refund,0,4,3
late delivery by one day,1,0,0,delay,0,0,1
service is reliable and good,2,2,4,fallback_support,2,1,0
awsome service from blue dart courier,2,2,4,fallback_support,2,1,0
please deliver faster,1,1,4,fallback_support,2,0,0
delivery boy lied about availability,0,0,4,fallback_support,1,0,1
very delayed delivery not happy,0,0,0,delay,0,3,2
delivered without actual delivery,1,1,4,fallback_support,1,0,0
received image but wrong size delivered,1,0,4,fallback_support,0,0,0
Good banking,2,2,4,fallback_support,2,1,0
very bad behaviour not acceptable,0,0,3,behaviour,0,3,2
item not received,1,1,2,damage_lost,0,0,0
parcel not receive message came delivered,1,1,4,fallback_support,1,0,0
service already good,2,2,4,fallback_support,2,1,0
good quality best service,2,2,4,fallback_support,2,1,0
delivery executive rude handling shipment,0,0,3,behaviour,0,3,2
wrong item delivered by courier boy,0,0,4,fallback_support,0,3,2
delivery delayed without location update,0,0,0,delay,0,3,2
allow delivery at fixed slot,1,1,4,fallback_support,1,0,0
fake product wrong watch received want return,0,0,7,refund,0,4,3
fully satisfied with delivery person,2,2,4,fallback_support,2,1,0
staff behaviour extremely poor at branch,1,1,3,behaviour,0,0,0
very good nice,2,2,4,fallback_support,2,1,0
dress completely different from image want return,0,0,7,refund,0,4,3
payment issue extra amount collected,1,0,6,pricing,0,0,0
delivery poor service,0,0,4,fallback_support,0,3,2
false delivery report despite availability,1,1,4,fallback_support,1,0,0
parcel damaged after multiple follow ups and retaped worst experience,0,0,2,damage_lost,0,4,3
service good,1,2,4,fallback_support,2,1,0
extra money taken beyond order value,0,0,4,fallback_support,1,0,1
order placed by mistake want return,1,1,7,refund,1,0,0
must,1,1,4,fallback_support,1,0,0
bank account opening smooth and hassle free,2,2,4,fallback_support,2,1,0
before arrive please give call,1,1,4,support,1,0,0
call before delivery,1,1,4,support,1,0,0
fraud parcel received instead of original item,0,0,4,fallback_support,1,4,3
delivery agent returned exact change,1,1,7,refund,1,0,0
pathetic service,0,0,4,fallback_support,1,0,1
had to collect from hub after two weeks,0,0,4,fallback_support,1,0,1
package received opened item not missing but seems used earlier,0,0,4,fallback_support,0,3,2
delivery boy behaved badly shouted and did not listen to address instructions,0,0,3,behaviour,0,3,2
name reference,1,1,4,fallback_support,1,0,0
it took extra day for delivery,1,1,4,fallback_support,1,0,0
not in time,1,1,4,fallback_support,1,0,0
mobile cover small size issue,1,0,4,fallback_support,0,0,0
order not delivered suspected fraud,0,0,4,fallback_support,0,4,3
lipstick delivered was empty and used product,0,0,4,fallback_support,1,0,1
order not delivered to me,0,0,4,fallback_support,0,3,2
reliable courier overall,1,1,4,fallback_support,1,0,0
forced to collect from outlet repeatedly,0,0,4,fallback_support,1,0,1
delivery partner did not deliver on time,0,0,4,fallback_support,2,0,1
poor quality name tag,0,0,4,fallback_support,0,3,2
courier not delivered home collected from office,0,0,4,fallback_support,0,3,2
forced hub pickup after fake remarks,0,0,4,fallback_support,0,3,2
size issue and poor quality product,0,0,4,fallback_support,0,3,2
best quality received,1,1,4,fallback_support,1,0,0
delivery without consent unacceptable,1,1,4,fallback_support,1,0,0
used product in package,1,1,4,fallback_support,1,0,0
dont schedule delivery on weekend,1,1,4,fallback_support,1,0,0
excellent service super fast delivery,2,2,4,fallback_support,2,1,0
satisfactory experience,2,2,4,fallback_support,2,1,0
delivery delayed at hub without intimation,0,0,0,delay,0,3,2
delivery executive patient and helpful,2,2,4,fallback_support,2,1,0
no thoughts,1,1,4,fallback_support,1,0,0
product damaged during transport,0,0,2,damage_lost,0,4,3
shipment delivered to different receiver,1,1,4,fallback_support,1,0,0
delivery partner refused to deliver at my address,0,0,4,fallback_support,1,0,1
no doorstep delivery forced self pickup,0,0,4,fallback_support,1,0,1
you serve best,2,2,4,fallback_support,2,1,0
delivery boy did not come to my home address,0,0,4,fallback_support,1,0,1
not delivered to me,0,0,4,fallback_support,0,3,2
it recommend provide order reach owner,1,1,4,fallback_support,1,0,0
delay delivery,1,0,0,delay,0,2,2
card not delivered had to collect from bluedart office staff behaviour bad,0,0,3,behaviour,0,3,2
be honest in first place,1,1,4,fallback_support,1,0,0
behavior very good,2,2,3,behaviour,2,1,0
sir this rong item how can return this not my order,0,0,1,wrong_delivery,0,3,2
very pleased with service,2,2,4,fallback_support,2,1,0
not delivered had to collect parcel personally,1,0,4,fallback_support,0,0,0
didnt receive order,1,1,4,fallback_support,1,0,0
delivery boy contact number should be visible,1,1,4,support,1,0,0
best delivery service ever,2,2,4,fallback_support,2,1,0
delivery delayed need proactive communication,1,0,0,delay,0,2,2
one of best service thank you so much,2,2,4,fallback_support,2,1,0
delay service,1,0,0,delay,0,2,2
too much late delivery,0,0,0,delay,0,3,2
parcel not deliver but message come a deliver,1,1,4,fallback_support,1,0,0
Credit card and online banking facilities should be offered . ,1,1,4,fallback_support,1,0,0
good service good delivery person,2,2,4,fallback_support,2,1,0
consignment not received yet,1,1,2,damage_lost,0,0,0
ordered sunglasses wrong brand delivered,0,0,4,fallback_support,0,3,2
false door closed remark,0,0,4,fallback_support,1,0,1
parcel stuck at hub had to collect myself,0,0,4,fallback_support,0,3,2
humble service,2,2,4,fallback_support,2,1,0
one day delay at patna airport,1,0,0,delay,0,2,2
delivery not completed on time one week delay false incorrect address reasons,0,0,0,delay,0,3,2
no comment,1,1,4,fallback_support,1,0,0
good service first delivery,2,2,4,fallback_support,2,1,0
good working,2,2,4,fallback_support,2,1,0
dont wan,1,1,4,fallback_support,1,0,0
delivery slow and late,1,0,0,delay,0,0,1
forced to pick order from office after delays,0,0,0,delay,0,3,2
product different from website images,1,1,4,fallback_support,1,0,0
just great service,2,2,4,fallback_support,2,1,0
delivery boy extremely poor performance,0,0,4,fallback_support,0,3,2
improve delivery service,1,1,4,fallback_support,1,0,0
damage box little bit open,1,0,2,damage_lost,1,0,0
courier not delivered no call track immediately,0,0,5,tracking,0,3,2
delivery guy very helpful,2,2,4,fallback_support,2,1,0
no call unsure where parcel delivered,0,0,3,behaviour,1,0,2
bank charges slabs not explained clearly before account opening,1,2,4,fallback_support,1,0,0
poor communication high price very late delivery,0,0,0,delay,0,3,2
wrong product delivered,1,0,4,fallback_support,0,0,0
fantastic service packaging very safe,2,2,4,fallback_support,2,1,0
best service experience,2,2,4,fallback_support,2,1,0
package leaked inside but staff fine,1,1,2,damage_lost,1,0,0
friendliness professionalism average,1,1,4,fallback_support,2,0,0
please reduce transit time,1,1,4,fallback_support,1,0,0
no need,1,1,4,fallback_support,1,0,0
wrong item delivered unfair want return,0,0,7,refund,0,4,3
perfect,1,2,4,fallback_support,2,0,0
your irresponsibility beyond explanation,0,0,4,fallback_support,1,0,1
service not available area still accepted order,0,0,4,fallback_support,1,0,1
order marked delivered but not received,0,0,2,damage_lost,0,4,3
improvement seen delivery system better now,1,1,4,fallback_support,1,0,0
Yy,1,1,4,fallback_support,1,0,0
packet not received,0,0,2,damage_lost,0,4,3
my parshl id not dilevery,1,1,4,fallback_support,1,0,0
delivery person proactive and reached customer,2,2,4,fallback_support,2,1,0
address corrected and delivered successfully thanks,2,2,4,fallback_support,2,1,0
just need add number of delivery partner,1,1,4,fallback_support,1,0,0
good service fast delivery,2,2,4,fallback_support,2,1,0
prashant good always polite on time,2,2,4,fallback_support,2,1,0
always prompt polite delivery important,2,2,4,fallback_support,2,1,0
stupid service,0,0,4,fallback_support,1,0,1
delivery inconvenience faced,0,0,4,fallback_support,1,0,1
debit card not delivered but marked delivered,0,0,4,fallback_support,0,3,2
best fast service,2,2,4,fallback_support,2,1,0
no suggestion,1,1,4,fallback_support,1,0,0
didnt receive item,0,0,4,fallback_support,1,0,1
delivery man rude behaviour,0,0,3,behaviour,0,3,2
false delivery attempt marked,0,0,4,fallback_support,1,0,1
good service decent timely delivery,2,2,4,fallback_support,2,1,0
delivery partner refused doorstep delivery,0,0,4,fallback_support,1,0,1
delivery boy very rude mannerless,0,0,3,behaviour,0,3,2
thanks,1,2,4,fallback_support,2,1,0
delivery person called earlier,1,1,4,support,1,0,0
no verification risky delivery,1,1,4,fallback_support,1,0,0
delivery agent refunded without delivery,1,0,7,refund,1,0,0
prompt polite speedy delivery,1,1,4,fallback_support,2,0,0
multiple complaints raised earlier,1,1,4,support,0,3,2
best service in india,2,2,4,fallback_support,2,1,0
OTP taken on call but parcel not delivered,0,0,4,support,0,3,2
delivery partner rude refused floor delivery insisted to come down,0,0,3,behaviour,0,3,2
missing item in parcel protein bar not received,0,0,2,damage_lost,0,4,3
staff delivered safely thanks,2,2,4,fallback_support,2,1,0
marked delivered but no delivery happened,0,0,4,fallback_support,1,0,1
no follow up,1,1,4,support,1,2,1
receiver received,1,1,4,fallback_support,1,0,0
awesome,1,2,4,fallback_support,1,0,0
package delivered with proper instructions intact,1,1,4,fallback_support,1,0,0
delivery message received but parcel not delivered,1,0,4,fallback_support,0,0,0
deliver product on time,1,1,4,fallback_support,2,0,0
item not delivered but message says delivered,0,0,4,fallback_support,0,3,2
very cooperative staff,1,1,4,fallback_support,1,0,0
delivery team very polite and fast,2,2,4,fallback_support,2,1,0
professional behaviour appreciated,1,1,3,behaviour,2,0,0
hiii,1,1,4,fallback_support,1,0,0
slow but safe delivery,1,1,4,fallback_support,1,0,0
parcel not received no call from delivery team,0,0,2,damage_lost,0,4,3
delivery man irresponsible no local office number,0,0,4,fallback_support,1,0,1
very helpful delivery executive,2,2,4,fallback_support,2,1,0
not delivered product,0,0,4,fallback_support,0,3,2
product missing from box,0,0,2,damage_lost,0,4,3
delivery boy rude bossy behaviour,0,0,3,behaviour,0,3,2
did not receive card,0,0,2,damage_lost,0,4,3
delivery boy refused village delivery,1,1,4,fallback_support,1,0,0
best,1,1,4,fallback_support,1,0,0
Everything is good please keep privacy and security related issues always,2,0,0,delay,0,1,0
want bigger size,1,1,4,fallback_support,1,0,0
delivery boy polite and communicates well,2,2,4,fallback_support,2,1,0
parcel reference,1,1,4,fallback_support,1,0,0
this time service bad,0,0,4,fallback_support,0,3,2
very nice delivery person,2,2,4,fallback_support,2,1,0
passport delivery charged extra incorrectly,1,1,6,pricing,0,0,0
charged extra amount,1,1,6,pricing,1,0,0
delivery delayed four days,0,0,0,delay,0,3,2
not yet received worried about delay,1,0,0,delay,0,2,2
delivery agent forced customer to collect parcel elsewhere,1,1,4,fallback_support,1,0,0
worst experience delayed forced pickup,0,0,0,delay,0,3,2
status marked delivered but not received,0,0,2,damage_lost,0,4,3
day late delivery,1,0,0,delay,0,0,1
good organisation and timely delivery,2,2,4,fallback_support,2,1,0
please call if address issue or delivery delay,1,0,0,delay,0,2,2
delivery boy threatened customer,0,0,3,behaviour,1,0,2
smooth delivery experience,2,2,4,fallback_support,2,1,0
great experience staff support appreciated,2,2,4,support,2,1,0
delivery staff behaved rudely threatened customer and refused delivery,0,0,3,behaviour,0,3,2
technical issue caused one day extra delivery,1,0,4,fallback_support,0,0,0
delivery schedule unclear,1,2,4,fallback_support,1,0,0
wrong contact number remove it,1,0,4,support,0,0,0
delivery staff refused doorstep delivery and misbehaved,0,0,3,behaviour,1,0,2
product damaged,1,0,2,damage_lost,0,3,3
quality unclear,1,2,4,fallback_support,1,0,0
brand mismatch concern,1,1,4,fallback_support,1,2,1
overall service good,1,2,4,fallback_support,2,1,0
professional delivery,1,1,4,fallback_support,2,0,0
asked to collect from different location,1,1,4,fallback_support,1,0,0
good delivery experience,2,2,4,fallback_support,2,1,0
defective product received,0,0,4,fallback_support,1,0,1
polite efficient delivery person,2,2,4,fallback_support,2,1,0
great service,2,2,4,fallback_support,2,1,0
easy accessible office,1,1,4,fallback_support,1,0,0
Gay,1,1,4,fallback_support,1,0,0
address change option needed,1,1,4,fallback_support,1,0,0
interest rate high for first time buyer,1,1,4,fallback_support,1,0,0
forced to travel far to collect parcel,0,0,4,fallback_support,1,0,1
I didn't feel that you should improve anything. IDFC first Bank  banking services are excellent ,1,2,6,pricing,1,1,0
very good service,2,2,4,fallback_support,2,1,0
convenient delivery experience,2,2,4,fallback_support,2,1,0
fake delivery attempt marked daily,0,0,4,fallback_support,0,3,2
delivery timely and perfect condition,2,2,4,fallback_support,2,1,0
incorrect address on google issue,1,0,4,fallback_support,0,0,0
urgent service required,1,1,4,fallback_support,1,0,0
we did not receive our courier,0,0,2,damage_lost,0,4,3
very good behavior fast delivery,2,2,3,behaviour,2,1,0
do not deliver parcel,0,0,4,fallback_support,1,0,1
not delivered yet,0,0,0,delay,0,3,2
refund required,1,0,7,refund,1,0,0
not received at all,1,1,2,damage_lost,0,0,0
courier boy behaviour not good,0,0,3,behaviour,2,1,2
call before parcel delivery,1,1,4,support,1,0,0
good delivery partner,2,2,4,fallback_support,2,1,0
account issue wrong account opened request closure,0,0,4,fallback_support,0,3,2
very good experience respectful delivery staff,2,2,4,fallback_support,2,1,0
rude delivery person left parcel outside,0,0,3,behaviour,0,3,2
customer first,1,1,4,fallback_support,1,0,0
forced to collect from bluedart office,0,0,4,fallback_support,1,0,1
odd experience,1,1,4,fallback_support,1,0,0
marked delivered without call,0,0,4,support,1,0,1
delivery agent marks not available without calling,0,0,4,support,1,0,1
everything great,2,2,4,fallback_support,2,1,0
delivery guy stopped before address,1,1,4,fallback_support,1,0,0
thank you for super fast delivery,2,2,4,fallback_support,2,1,0
delivery boy friendly,1,1,4,fallback_support,1,0,0
please share expected delivery date via message,1,1,4,fallback_support,1,0,0
consignment not received,1,1,2,damage_lost,0,0,0
grateful for excellent service,2,2,4,fallback_support,2,1,0
very good overall,2,2,4,fallback_support,2,1,0
wrong item delivered refund required,0,0,7,refund,0,4,3
want return product,1,1,7,refund,1,0,0
tracking details should be shared before delivery,1,1,5,tracking,1,0,1
not good appearance,0,0,4,fallback_support,2,1,1
no proper delivery had to carry parcel myself,1,1,4,fallback_support,1,0,0
fast,1,1,4,fallback_support,2,0,0
payment update related,1,0,0,delay,0,0,1
seamless process opened NRO NRE account easily fast track service excellent experience,2,2,5,tracking,1,1,0
fake order received need cyber complaint,1,1,4,support,0,3,2
package very dirty have lot of dust deposit on it,0,0,4,fallback_support,1,0,1
fastest courier in our region,1,1,4,fallback_support,2,0,0
route map needed,1,1,4,fallback_support,1,0,0
delivery person asked to come out,1,1,4,fallback_support,1,0,0
shipment delays observed,1,0,0,delay,0,2,2
package leak from inside,1,1,2,damage_lost,1,0,0
excellent but little late,1,0,0,delay,0,1,1
delivery person delivered wrong item instead of ordered product,0,0,4,fallback_support,0,3,2
delivery extremely late,0,0,0,delay,0,3,2
delivery partner rude shouted and threatened to throw parcel,0,0,3,behaviour,0,3,2
delivery person rude refused to read address,0,0,3,behaviour,0,3,2
professional service,1,1,4,fallback_support,2,0,0
Already very nice process,2,2,4,fallback_support,2,1,0
fake item delivered fraud case,0,0,4,fallback_support,0,4,3
delivery partner extremely rude worst experience,0,0,3,behaviour,0,3,2
deliver person helped despite address misprint,2,2,4,fallback_support,2,1,0
appreciate pramod for excellent polite service,2,2,4,fallback_support,2,1,0
reluctant doorstep delivery repeated issue,0,0,4,fallback_support,0,3,2
company cheated wrong product delivered,0,0,4,fallback_support,0,4,3
waste service,0,0,4,fallback_support,1,0,1
delivery partner raised false info,0,0,4,fallback_support,1,0,1
delivery delayed by one day from tracking system,1,0,0,delay,0,2,2
superb experience,2,2,4,fallback_support,2,1,0
share delivery executive number,1,1,4,fallback_support,1,0,0
did not order this product cash taken need refund,0,0,7,refund,0,4,3
courier person needs training,1,1,4,fallback_support,1,0,0
fast secure delivery,1,1,4,fallback_support,2,0,0
delivery boy very helpful and friendly,2,2,4,fallback_support,2,1,0
pricing mismatch between charged amount and offer price,0,0,6,pricing,1,0,0
fraud you,0,0,4,fallback_support,1,4,3
delivery person nice and helpful,2,2,4,fallback_support,2,1,0
unclear feedback,1,2,6,pricing,1,0,0
fraud empty box delivered serious issue,1,0,2,damage_lost,0,4,3
good service thank you,2,2,4,fallback_support,2,1,0
pathetic experience forced office pickup,0,0,4,fallback_support,1,0,1
strong dissatisfaction delivery delayed,0,0,0,delay,0,3,2
false daily status updates claiming address incomplete,0,0,4,fallback_support,1,0,1
well spoken and very professional delivery person,2,2,4,fallback_support,2,1,0
thank you for delivery service liked it,2,2,4,fallback_support,2,1,0
very fast delivery happy,2,2,4,fallback_support,2,1,0
delivery agent confirmed availability but delayed delivery,1,0,0,delay,0,2,2
didnt receive my order,0,0,4,fallback_support,1,0,1
shiva delivers promptly with care,2,2,4,fallback_support,2,1,0
why consignment late despite early arrival,1,0,0,delay,0,0,1
delivery message shown but item not received,1,1,2,damage_lost,0,0,0
do not delay service,1,0,0,delay,0,2,2
happy with service,2,2,4,fallback_support,2,1,0
delivery executive very good and polite respectful great service,2,2,4,fallback_support,2,1,0
wrong item received,1,0,4,fallback_support,0,0,0
fast delivery on time,2,2,4,fallback_support,2,1,0
delivery person professional and helpful,2,2,4,fallback_support,2,1,0
want return order,1,1,7,refund,1,0,0
no comments,1,1,4,fallback_support,1,0,0
could day faster,2,2,4,fallback_support,2,1,0
welcome kit not delivered even after week,0,0,4,fallback_support,0,3,2
product nice,2,2,4,fallback_support,2,1,0
genuine courier company reaches on time and delivers safely thank you bluedart,2,2,4,fallback_support,2,1,0
superb,1,1,4,fallback_support,1,0,0
loan issue mentioned,1,0,4,fallback_support,0,0,0
very good service respect keep it up,2,2,4,fallback_support,2,1,0
trustworthy courier partner,2,2,4,fallback_support,2,1,0
service extremely poor unacceptable,1,1,4,fallback_support,0,0,0
delivery done without phone call,1,1,4,support,1,0,0
self collected parcel,1,1,4,fallback_support,1,0,0
customer should be informed before delivery,1,1,4,fallback_support,1,0,0
delivery refused asked self pickup,0,0,4,fallback_support,1,0,1
want return,1,1,7,refund,1,0,0
delivery boy argued at doorstep,0,0,3,behaviour,1,0,2
delivery shows delivered but package not received,0,0,2,damage_lost,0,4,3
didnt receive complimentary gift,0,0,4,fallback_support,1,0,1
perfect delivery experience,2,2,4,fallback_support,2,1,0
delivery person did not return balance amount,0,0,7,refund,0,4,3
technical issue in app resolved by customer care overall smooth account opening experience,2,0,4,support,0,1,0
good time management,1,2,4,fallback_support,2,1,0
avoid mis-selling,1,1,4,fallback_support,1,0,0
delivery boy very rude,0,0,3,behaviour,0,3,2
it not my product,1,1,4,fallback_support,1,0,0
one day delay at airport,1,0,0,delay,0,2,2
delivery staff reached on time good job,2,2,4,fallback_support,2,1,0
delivery person polite prompt,2,2,4,fallback_support,2,1,0
professional delivery service,1,1,4,fallback_support,2,0,0
product quality unsatisfactory,0,0,4,fallback_support,1,0,1
pincode error delayed delivery,0,0,0,delay,0,3,2
good delivery boy,2,2,4,fallback_support,2,1,0
duplicate earbuds delivered instead of original,1,1,4,fallback_support,1,0,0
not delivered to home,1,0,4,fallback_support,0,0,0
random text,1,1,4,fallback_support,1,0,0
professional delivery handling,1,1,4,fallback_support,2,0,0
very bad service order delivered one day late,0,0,0,delay,0,3,2
contact you but you dont updated address of your delivery hub in my hometown upon ask for number of any executive present here tell thats it personal can not share provide my number yet delivery executive dial just one number which didnt even connect he straight away reschedule delivery attempt next which holiday get know after reach hubthese many flaw do frustrate me quite well,0,0,4,support,1,0,1
package arrived open but product intact and fine,2,2,4,fallback_support,2,1,0
"Good relationship manager 
",2,2,4,fallback_support,2,1,0
bad very bad,0,0,4,fallback_support,0,3,2
provide valid information to customers,1,1,4,fallback_support,1,0,0
very poor delivery experience,0,0,4,fallback_support,0,3,2
foreign text,1,1,4,fallback_support,1,0,0
didnt receive any courier,0,0,4,fallback_support,1,0,1
service very good receive my order more early then expect,2,2,4,fallback_support,2,1,0
bad service repeated calls,0,0,4,support,0,3,2
provide delivery boy contact number,1,1,4,support,1,0,0
sender fraud no accountability,0,0,4,fallback_support,1,4,3
delivery agent contacted only once then rescheduled repeatedly,0,0,4,support,1,0,1
delivery agent did not allow checking parcel,0,0,4,fallback_support,1,0,1
it quick efficient,1,1,4,fallback_support,2,0,0
not receive delivery,1,1,4,fallback_support,1,0,0
ok send,1,1,4,fallback_support,1,0,0
not deliver,1,1,4,fallback_support,1,0,0
good man good behavior,2,2,3,behaviour,2,1,0
otp taken parcel not delivered fraud,0,0,4,fallback_support,0,4,3
delivery partner rude not understanding,0,0,3,behaviour,0,3,2
thank you for doorstep delivery,2,2,4,fallback_support,2,1,0
product not received at all,0,0,2,damage_lost,0,4,3
late delivery days,1,0,0,delay,0,0,1
weight missing in parcel received less quantity,1,0,4,fallback_support,0,0,0
delivery person info needed,1,1,4,fallback_support,1,0,0
dedicated delivery person cares for customer,1,1,4,fallback_support,1,0,0
delivery falsely marked refused twice,0,0,4,fallback_support,1,0,1
delivery boy came to door,1,1,4,fallback_support,1,0,0
service very time consuming,0,0,4,fallback_support,1,0,1
didnt deliver the parcel,0,0,4,fallback_support,1,0,1
wuality u rough fictionous for this price quality of satin average,1,1,4,fallback_support,1,0,0
nice fast service,2,2,4,fallback_support,2,1,0
confusing message,1,1,4,fallback_support,1,0,0
empty packet received,1,1,4,fallback_support,1,0,0
please try deliver on time,1,1,4,fallback_support,2,0,0
my order misplace not what order,0,0,4,fallback_support,1,0,1
everything is seamless thank you,2,2,4,fallback_support,2,1,0
parcel not received but marked delivered no call from courier,1,1,2,damage_lost,0,0,0
delivery marked delivered without receipt,0,0,4,fallback_support,1,0,1
shipment status wrongly showed incorrect address,0,0,5,tracking,0,3,2
delivery boy kind humble,2,2,4,fallback_support,2,1,0
keep up good work,2,2,4,fallback_support,2,1,0
item not receive,1,1,4,fallback_support,1,0,0
documents delivered to unknown person without verification security issue,1,0,4,fallback_support,0,0,0
parcel delivered to wrong person without verification,0,0,1,wrong_delivery,0,3,2
had to collect from hub,0,0,4,fallback_support,1,0,1
not doorstep delivery very poor service,0,0,4,fallback_support,0,3,2
good service by staff,2,2,4,fallback_support,2,1,0
delivery very late,0,0,0,delay,0,3,2
excellent efficient prompt service,2,2,4,fallback_support,2,1,0
shipment very slow,1,1,4,fallback_support,0,0,0
a at work my sister pick up my parcel she couldnt reach me on call so he have wait for just mins delivery partner rude my sister a say cancel order dont expect this from bluedart delivery atleast,0,0,3,behaviour,0,3,2
delivery delayed with no information provided,0,0,0,delay,0,3,2
nothing add all good,1,2,4,fallback_support,2,1,0
no change required,1,1,4,fallback_support,1,0,0
courier fraud never received,0,0,2,damage_lost,0,4,3
delivery of card very delayed,0,0,0,delay,0,3,2
shipment should have been delivered yesterday,1,1,4,fallback_support,1,0,0
blue dart brand trust,1,1,4,fallback_support,1,0,0
very late delivery,1,0,0,delay,0,0,1
fake delivery attempts no contact,0,0,4,support,0,3,2
delivery agent rude behaviour,0,0,3,behaviour,0,3,2
product not working want return,0,0,7,refund,0,4,3
product delivered on time,2,2,4,fallback_support,2,1,0
tracking report incorrect falsely marked door closed,0,0,5,tracking,0,3,2
delivery status wrong falsely marked delivered,0,0,5,tracking,0,3,2
delivery route unnecessary delay,1,0,0,delay,0,2,2
parcel not receive,1,1,4,fallback_support,1,0,0
order marked delivered but item not received,0,0,2,damage_lost,0,4,3
delivery failed only SMS sent no delivery attempt,0,0,0,delay,0,3,2
delivery person handed parcel to unknown person without informing me,0,0,4,fallback_support,1,0,1
no issues,1,0,4,fallback_support,0,0,0
delivery done far away from my address,0,0,4,fallback_support,1,0,1
false delivered remark,1,1,4,fallback_support,1,0,0
package broken very bad,0,0,2,damage_lost,0,4,3
received ok,1,1,4,fallback_support,1,0,0
scheduled delivery refused home delivery,0,0,4,fallback_support,1,0,1
parcel reached hub delay after that,1,0,0,delay,0,2,2
nce,1,1,4,fallback_support,1,0,0
fast delivery,2,2,4,fallback_support,2,1,0
best delevery person good behaviour,2,2,3,behaviour,2,1,0
do not want,1,1,4,fallback_support,1,0,0
delivery person polite and helpful,2,2,4,fallback_support,2,1,0
fraud parcel delivered unacceptable,0,0,4,fallback_support,1,4,3
delivery boy used arrogant language,0,0,4,fallback_support,1,0,1
well service on time delivery,1,1,4,fallback_support,2,0,0
good doorstep delivery,2,2,4,fallback_support,2,1,0
bad delivery agent behaviour no response,0,0,3,behaviour,0,3,2
delivery extremely delayed,0,0,0,delay,0,3,2
parcel not delivered no call received,0,0,3,behaviour,0,3,2
very bad customer support delayed delivery wrong tracking information,0,0,0,delay,0,3,2
