text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
infrastructure is need to be improved,banking,1,5,13,1,4,0
in heavy rainy seasons branch operations mostly affected due to water logging only drawback,banking,1,5,9,1,4,1
arrange for new notes,banking,1,5,13,1,4,0
it would be great if you could increase teller counter,banking,1,5,13,1,5,0
after shifting one of thrissur branch from kolazhy to thiroor majority of account holders being residents of kolazhy there is urgent requirement of atm back at kolazhy since kolazhy customers are forced to reach thiroor for cash withdrawals,banking,1,5,7,1,4,0
s please update overdraft account through mobile banking without visiting branchesto fulfil urgent financial needs,banking,1,3,9,1,4,1
am very disappointed with the behaviour of the whole staffthinking of close the accounts very soon,banking,0,1,3,1,3,1
atm card pin fedbook open please help,banking,1,5,7,1,4,0
self passbook printer is essential,banking,1,5,13,1,4,0
please instruct staff to pick up branch phone,banking,1,5,9,1,4,1
my house in thiruvanyoor near to your puthencruz branch when i want open an account in your pthencurez branch but when i visited the manager and staff are totally ignored me even not respond properly thats why opened in kolenchery branch great,banking,0,1,9,2,5,0
bank timings could be extended upto pm like canara bank nearby,banking,1,5,13,1,4,0
deposit mechines have to install and maintain in other branches also,banking,1,5,9,1,4,1
no response in mail sent to imperio email idmy spouses account was opened as zero balance account but in the app its showing as minimum balance of rs requiredthere was a call from the branch also for the minimum balance,banking,0,1,3,1,4,0
to avoid high penal interest,banking,1,3,13,1,4,0
waiting time for a loan action slow movement unnecessary should be reduced,banking,1,0,2,1,4,0
provide aym at mannar town present atm is attached to branch at parumala another one is also within mtrs near parumala hospital,banking,1,5,7,1,4,0
no atm centre in pollachi andcdm,banking,1,5,7,1,4,0
frequently nline banking application lacks smooth operations,banking,0,1,3,2,4,0
very disorganized branch security mn shouting madam who was in counter is very bad behavior,banking,0,1,9,0,4,0
first of all offer a seat for customer before start a conversation,banking,1,5,11,1,4,0
they currently dont have much information about mutual funds and setting everything up will require considerable time and effort,banking,1,3,13,1,4,0
increase fixed deposit interest,banking,1,3,13,1,4,0
employees need to be trained and should be better at communication,banking,1,5,13,1,4,0
mrbhaskar is very good in his work and appreciate his prompt response in handling queries,banking,2,2,3,2,6,0
mrs purnima provided excellent customer service,banking,2,2,13,1,5,0
all are helpful especially branch manager they responsible and respecting others time,banking,2,2,9,2,6,0
i am one of the oldest customer of your bank all our family members have account in federal bank,banking,2,6,13,1,4,0
mr tom is an excellent officer,banking,2,2,13,1,5,0
just dont charge for cash deposit,banking,1,5,1,1,4,0
rtgs late transfer,banking,0,1,13,0,4,0
fully satisfied with the bank n its staff demonstrating professionalism n friendliness,banking,2,2,5,2,6,0
atm down many times,banking,0,1,7,0,1,3
infrastructure tobe improves,banking,1,5,13,1,4,0
it will be good when staff behaviour improve,banking,1,3,13,1,4,0
excellent ambience cordial behaviour of the manager and the entire staff team i enjoy banking in federal bank and i have told to many of my friends about this bank,banking,2,2,13,1,5,0
reduced interest rate will be appreciated,banking,1,3,3,2,4,1
bank customers to give your bank feedback and bank and govt scheme should go to public,banking,1,5,1,1,4,0
car loan must reduce the formalities salary slip it but cab own cum driver did not have all this so pls considered thats all thank you,banking,1,5,2,1,6,0
for every transaction the customer is informed except gold loan due i felt sad as i didnt receive a message in advance which will be a help for me in future,banking,0,1,2,0,3,3
branch should have more free area for the customers,banking,1,5,9,1,4,1
there is no railing for supersenoior person at the enterence,banking,1,5,13,1,4,0
parking area narrow,banking,1,5,13,1,4,0
need a more experienced employees,banking,1,5,13,1,4,0
atleast more branch should be open in jalandhar near my village mannan or nearby thanks,banking,1,5,9,2,6,1
there should be some improvement in the working time like if someone is minutes late then he is sent back saying that the transaction time will not be after pm whereas in other banks no one refuses to do the transaction till pm,banking,0,1,13,0,4,0
staff behavior not good,banking,0,1,13,1,4,0
have been maintaining an account with federal bank since and it is always a pleasure to deal with the bank,banking,2,6,13,1,4,0
kindly install cash deposit machine because several times in a year i need this my opinion it will also help you to grow your business,banking,1,5,13,1,4,0
stop charging commission on nre inward remittance whatever be the amount ref nre on l and above amount lying in casa with you except for emi of k monthly look into it,banking,1,5,2,1,4,0
sr citizen deposit must be revived and increased,banking,1,5,13,1,4,0
cdma and atm was not working in holidays,banking,0,1,7,0,1,3
please move some of your staff to different branches especially the cashier at mookkannur branch i dont know his name but he is behaving badly with customers and senior citizens,banking,0,1,9,0,4,0
very nice and well behaved employees,banking,2,2,13,1,4,0
pls set a pass book printing machine,banking,1,5,13,1,4,0
please attend the phone when called its not always possible to come physically phone is for communication to clear doubts etc when unable to come no complaints,banking,1,1,6,0,4,1
very happy with prompt services rendered by all staff members and quick services,banking,2,2,3,2,5,0
very good and customer friendly service by your employee mrs rajvi shah commendable she even gives advises on phone also to sr citizens like me very nice service,banking,2,2,5,2,6,0
i am long time customer of federal of gb before bank employees is vary good very fast response to customer now need improve good service i like vivek he is best employee in bank he is very helpful in gb for all customers,banking,2,2,5,2,1,1
if you started a application then you need to look how that application and there services are going why always coustomer can facing problem no tprovided reply on mail timely take a week or more than week to answercustomer try to call no,banking,0,1,3,0,4,0
keep good relations with customer,banking,1,5,13,1,4,0
space is not well,banking,0,1,13,1,4,0
the office attender and cashier behaviour is very worst and officer attender working as a money transmitter remitting fuds and handover to concern people home they are treating based on money,banking,0,1,2,0,0,3
lovely and friendly staff,banking,2,6,13,1,4,0
improve service,banking,1,5,13,1,4,0
each department have one more employee to speed up gold loan like work,banking,1,5,2,1,4,0
say what you can done dont give wrong information to customer i really lost hope on your bank,banking,0,1,13,1,4,0
i would request you to attend your landline calls,banking,1,5,13,1,4,0
best bank ever seen,banking,2,6,13,1,4,0
imploye bhut hi badhiya h help lete h hr parkar se,banking,2,1,13,0,4,0
i have experienced extremely good in every dealing under the dynamic leadership of the senior manager mrs thushara my sincere thanks to all,banking,2,2,13,1,6,0
pollachi solapalayam branch service really amazing,banking,2,2,9,2,5,0
personal day itself from morning or before am itself almost is debited from the account please check for that,banking,0,1,13,1,4,0
more services should be enabled through online mode like request for joint account,banking,1,5,13,1,4,0
in your bank all service are good but atm card if we applied also not giving,banking,0,1,7,1,1,2
my suggestion is please provide fresh note currency bundle we dont get the same when ever we require the same,banking,1,3,13,1,4,0
increase your atms and cdm machines in north chennai,banking,1,5,7,1,4,0
they will take too much time for one customer,banking,0,1,13,1,4,0
customer oriented and friendly staff,banking,2,6,13,1,4,0
subsidy scheme nomes u r implementing and i have kept jewel loan u r applying this scheme for that sudden changes in interest rate customers cant manageif u could inform before i wont join this scheme and interest also high,banking,0,1,2,0,1,3
ensure the fastest service to all customers,banking,1,5,13,1,4,0
lady staffs are not much cooperating,banking,0,1,13,1,4,0
my wife atm card expired more than year federal bank not issued new atm card then we using other bank atm my cheque deposit in federal bank more than one months till not answer what happened that cheque,banking,0,1,7,0,1,3
cash counter queue,banking,0,1,13,1,4,0
vehicle parking is very little place,banking,1,5,13,1,4,0
atm please consider second atm inside,banking,1,5,7,1,4,0
the staff not customer friendly adament and not at all co operative,banking,0,1,13,1,4,0
add more atm machine at branch,banking,1,5,7,1,4,0
special mention of ms hemavarshini very very helpful and cheerful and earlier ms neetu mohan now transferred so also mr sushiel and before him vipin unnithan an extraordinarily kind helpful man who tried to see what could be done commend all,banking,2,2,13,1,4,0
service render by staff is an excellent,banking,2,2,13,1,5,0
branch staff is so much cooperative service is too good,banking,2,2,9,2,6,0
pathetic,banking,0,1,13,0,0,2
long time ago iam with federal bank iam feeling better service from fbank employes are cooperative,banking,2,6,1,1,1,2
sarvice is not good,banking,0,1,13,1,4,0
only disadvantage is its location though it is commercially an ideal location it is too congested and difficult to find a parking since bank visits are now minimal we do manage with it,banking,0,1,13,1,3,1
excellent staff when compared with other nationalised banks,banking,2,2,13,1,5,0
please start of credit card and personal loans fesilitivities at branch level,banking,1,5,2,1,4,0
efficient n effective bak n service,banking,2,6,13,1,4,0
smaller denomination currency not available in tambaram branch atleast once in a month if made available with fresh notes it will be helpful,banking,1,5,9,2,4,1
staff are well knowledged and clarifying the doubt instantly without any delay,banking,2,0,13,0,4,0
federal bank is a good bank and giving excellant service to customers,banking,2,2,13,1,4,0
more time waste full day branch visit,banking,0,1,9,1,4,0
staff is very helpful n copporativ,banking,2,2,13,1,4,0
very nice service,banking,2,2,5,2,6,0
try to fix fed e remit,banking,1,5,2,1,4,0
helping prompt and personalised services happy to rate excellent services,banking,2,2,3,2,5,0
suggests to avoid debiting cash handling charges it would be considered at management level,banking,1,3,1,1,4,0
very friendly professionals,banking,2,6,13,1,4,0
stupendous and admirable service keep it up,banking,2,6,13,1,4,0
not good,banking,0,1,13,1,4,0
excellent experience,banking,2,2,13,1,5,0
reduce the time taken to resolve customer problems,banking,1,1,13,0,4,0
more atms required,banking,1,5,7,1,4,0
hmm the locker could be lil bit bigger have taken lovjers spending more,banking,1,0,13,0,4,0
service is most beautiful,banking,2,6,13,1,4,0
good staff and quick real time work to bank transaction,banking,2,2,13,1,4,0
staff ki kami only person in my city this bank branch,banking,1,5,9,1,4,1
fee levied on other branch deposit must be waved off as its a core banking and computerised,banking,1,5,1,1,4,0
provide a bigger size locker in rns road hubli we are ready to deposit the fd very poor performance in this regard below zero in vasavi nagar asking atm facility and provide space more than years asking no feedback,banking,0,1,7,0,1,3
enquiry through phone good response,banking,2,2,13,1,4,0
rude behaviour,banking,0,1,13,0,0,2
the interaction with csr was horrible but the branch manager was extremely helpful,banking,1,5,9,2,0,2
very cooperative staffs keep it up,banking,2,6,13,1,4,0
service is amazingno more words to say,banking,2,2,13,1,5,0
revise interest rate dont deduct any ammount for cash transaction,banking,1,3,10,1,4,0
employees need to be more friendly,banking,1,5,13,1,4,0
fd receipt printed format always required whenever it opensalso penalty for premature closure of fd below lakhs expected to be nil after months of opening it is helpful please consider this,banking,1,5,1,1,4,0
every body is using bank tel nmbr thats not working any time,banking,0,1,13,0,4,0
very good services,banking,2,2,5,2,6,0
in modern world if any doubt we want correct answer quickly,banking,1,5,13,1,4,0
the behaviour of staff is very unwelcoming their attitude is making customers not come back to the bank again,banking,0,1,13,1,4,0
best and fast service,banking,2,6,13,1,4,0
door of the bank is troublesome,banking,0,1,13,1,4,0
friendly nature of the staff unlike other banks,banking,2,6,13,1,4,0
kiosks can be placed in branches,banking,1,5,9,1,4,1
make your fed mobile app less intrusive it should work without permission to access my phone book etc,banking,1,5,3,1,4,1
pls ask the cleaning staff to clean corners and windows,banking,1,5,13,1,4,0
if it is a joint locker both the parties should have the right to fill the basic issues that arise,banking,1,1,13,0,4,0
your service to customers is excellent you should try to open some more branches at some more prominent location,banking,1,5,9,2,5,1
i opened fds on i told to make all these fds to auto close concerned employee made all as auto renewal he also misspelled the nominee name and didnt change it,banking,0,1,13,1,4,0
seniors please do not use loud voice to the staff infront of the customers its my request for all vp and branch managers,banking,1,5,9,1,4,1
fd statement of account should show a running total,banking,1,5,13,1,4,0
basic knowledge of products like fixed deposit very essential as half baked info is giving a bad name to a good performing bank,banking,1,1,13,0,4,0
should enable online change of email,banking,1,5,13,1,4,0
pls see the customer can do part release the gold pledged item,banking,1,5,13,1,4,0
communication with customer is very poor and behaviour of your staff is very bad,banking,0,1,13,0,4,0
federal bank customer care call back not received,banking,0,1,6,0,4,0
u cant solve small problem i want change my phone,banking,0,1,13,0,4,0
give proper knowledge to your staff,banking,1,5,13,1,4,0
no good response,banking,0,1,13,1,4,0
give reply as soon as possible,banking,1,5,13,1,4,0
should not ask for password change frequently in mobile app,banking,1,5,3,1,4,1
you should be easily available on whatsapp our registered cellphone number and at the most pan number should be asked for verification asking too much information is irritating,banking,1,3,3,1,4,1
have to treat all customers with respect and care the bank function with customers if there is no customer there wont be any branch,banking,1,5,9,1,4,1
speedy documentation required,banking,1,5,13,1,4,0
make the service as speed as possible,banking,1,5,13,1,4,0
location should be accessible even to old age persons present location though ample space provides for parking customers could not use it because of nearby shops parking should be adequate,banking,1,5,13,1,4,0
response to email or our queries is poor i had to wait almost hours to deposit cash,banking,0,1,13,0,4,0
imps charges is very high,banking,0,1,1,0,1,3
need to open new branches,banking,1,5,9,1,4,1
locker system should be revised bigger size locker with more charges should be available,banking,1,3,1,1,4,0
atm facility required,banking,1,5,7,1,4,0
waited for hour without any reason,banking,0,1,13,1,4,0
parking space not enough,banking,0,1,13,1,4,0
last year bank charges were deducted,banking,0,1,1,0,1,3
pls focus to minimise server issues,banking,1,1,13,0,4,0
waiting time little bit ok,banking,1,0,13,1,4,0
bad service,banking,0,1,13,0,4,0
request to open still more branches,banking,1,5,9,1,4,1
worst bank no proper employees and no knowledge to them and my money is not refunded,banking,0,1,13,0,0,2
i was required to visit branch about four times to update my phone number i would recommend to give a token number from branch to check the status of each updates online,banking,1,3,9,1,4,1
charges on below account level should be avoided,banking,1,3,1,1,4,0
appointment nominated executive for sr citizen accounts,banking,1,5,3,1,4,1
kindly release my all amount and support to me for my account close one,banking,1,5,13,1,4,0
request for closure was not honoured in timely manner we have called many times for closure and account details were not provided calls were disconnected pathetic way to treat customers,banking,0,1,13,0,0,2
could you please fix the minimum balance,banking,1,5,8,1,4,0
visited branch saturday to deposit cash counter was unattended staff said cashier was on lunch assistant manager was rude faced delay poor customer service experience,banking,0,0,9,0,0,2
improve the staff count,banking,1,5,13,1,4,0
account minimum balance amount is not good,banking,0,1,8,1,1,2
you should communicate clearly to customers during transactions and deposit receiving,banking,1,5,13,1,4,0
the sitting arrangements must be improved like an air conditioned room larger locker system attractive interior etc,banking,1,5,13,1,4,0
change the rule for gold loan you can only get you cant take more amount,banking,1,5,2,1,4,0
services a little slow,banking,0,1,13,1,4,0
please open atleast cash counters at busy hours,banking,1,5,13,1,4,0
my account freeze,banking,0,1,13,1,4,0
handle our ornaments with care and feel the responsibility as you are handling our gold ornaments not iron metals,banking,1,5,1,1,4,0
please change your ac,banking,1,5,13,1,4,0
appoint local staff have good behaviour or manner to talk,banking,1,5,3,2,4,1
if any customer needed emergency fund loan with low interest rate through mobile app,banking,1,3,2,1,4,0
more seating space for customers,banking,1,5,13,1,4,0
dont keep customers waiting for a long time,banking,1,0,13,1,1,1
need to improve transaction limit enhancements,banking,1,3,13,1,4,0
keep helping,banking,2,6,13,1,4,0
improve the publicity,banking,1,5,13,1,4,0
for waiting people one tv can be installed with news channels,banking,1,0,13,1,4,0
open branches near medavakkam madambakkam etc,banking,1,5,9,1,4,1
keep filter water for drinking during summer thanks,banking,1,5,13,1,6,0
the best bank thanks to the team,banking,2,2,13,1,6,0
opend od ac before days still not started net banking also didnt get welcome kit qhile open this ac they promise to get this all done in to days,banking,0,0,13,1,4,0
more staff wanted,banking,1,5,13,1,4,0
very good and soft persons in thirupathisarsm branch,banking,2,2,9,2,6,0
loan advisor or councillor required in branch,banking,1,5,2,1,4,0
staff helped to collect cash and also to remit cheque,banking,2,6,2,1,4,0
please reverse debit card charges debited to my account,banking,1,3,7,1,4,0
there is no proper behaviour with usdonot get proper information about gold loan interest rate is very high,banking,0,1,2,1,4,0
overall good crm,banking,2,2,13,1,4,0
always good experience especially branch manager very polite and kind and well behaved,banking,2,2,9,2,6,0
sone branch they behavior very bad,banking,0,1,9,0,4,0
branch employees dont bother about the customers a word may i help you is all that every customers expect but a behavior that the customers are unwanted in the bank premises will definitely effect the bank,banking,0,1,2,0,1,3
sure teach them how to behave to customers in polite way,banking,1,3,13,1,4,0
atm sevice may be improved,banking,1,5,7,1,4,0
senior citizen not getting preference on counders,banking,0,1,13,1,4,0
please grant personal loans to customers having good cibil score,banking,1,5,2,1,4,0
give a proper information to the customers because not a all people are educated,banking,1,3,13,1,4,0
improving parking facilities would be an added advantage like the icing on the cake,banking,1,5,13,1,4,0
to provide necessary help to the customer of senior citizen,banking,1,5,13,1,4,0
staff are very cooperative and helping nature,banking,2,6,13,1,4,0
please make sure availability of cash in atm,banking,1,5,7,1,4,0
horrible response money blocking normal phenomena keeps in continuation in spite of depositing all the required documents as said by the bank amount blocked for last days no feedback when the problem is going to be resolved,banking,0,1,1,0,0,3
i need personal loan another bank also provided but my transactions more here so kindly provide personal loan,banking,1,5,2,1,4,0
not received help on local address update on my account,banking,0,1,13,0,4,0
mr jacob along with other staff members were very cooperative the highlights are their speedy work and efficiency,banking,2,6,13,1,4,0
very few branches at least there should be branch in after km,banking,1,5,9,1,4,1
required demate account opening,banking,1,5,13,1,4,0
please arrange frequent coins for emergency purposes,banking,1,5,13,1,4,0
last time they are taken nearly hours,banking,0,1,13,1,4,0
service is good but new recruits filling in this branch this branch sakinaka is a healthy branch having more customers and have maximum transactions thats what i believe some times finding more rush and waiting time is more,banking,1,0,9,2,4,1
the atm near saradha krishna homoeopathic medical college is not working often,banking,0,1,7,0,1,3
move to a better premise with some parking space for constituents,banking,1,5,2,1,4,0
environment looks like government bank slow processing and atm me hine max time doesnt work,banking,0,0,7,1,4,0
my federal bank app is not working due to some error i have changed my mobile number in my bank account but in app its not working with my new mobile number,banking,0,1,3,0,4,0
very poor service,banking,0,1,13,0,4,0
service charge on cash deposit at non home branches to be removed,banking,1,5,1,1,4,0
all good services and trust trustable bank,banking,2,2,5,2,6,0
please do take good care of the staff they are such nice people,banking,2,2,13,1,4,0
many notches better than other banks,banking,2,6,13,1,4,0
fully satisfied with the service,banking,2,2,5,2,6,0
staff is having great behaviour towards customer always happy to help,banking,2,2,3,2,5,0
staff are good and supportive,banking,2,2,13,1,4,0
they really dont know how to handle with customer specially ruppek team,banking,0,1,13,1,4,0
soro branch manager is not comming proporly he is coming on at pm the other officer support the bm first service given to senior citizens,banking,0,1,9,1,4,0
customers is the foundation of any banking system stop behaving like private money lenders it will harm your bank,banking,0,1,13,1,4,0
please reduce study loan interest,banking,1,3,2,1,4,0
federal bank app is very slow when compared with other banks also with regard to business and other car loans interest rates are bit higher,banking,0,1,2,0,1,3
very courteous and cooperative staff quick to respond,banking,2,6,13,1,4,0
excellent behaviour and dignified dealings fast and fine tuned service,banking,2,2,13,1,5,0
meine bohat request kiya but meri ik nhi sunni,banking,0,1,13,1,4,0
pass book print machine,banking,1,5,13,1,4,0
good employees service is excellent,banking,2,2,13,1,5,0
they should give responses on phone,banking,1,5,13,1,4,0
bank employees are very kind and supportive,banking,2,6,13,1,4,0
very friendly and communicative,banking,2,6,13,1,4,0
every thing is quite ok very good bank again i request you to keep some new currency at your branck rathin banerjee,banking,1,5,5,2,4,0
fast service good,banking,2,2,13,1,4,0
well support,banking,2,6,13,1,4,0
just need to improve the attitude towards your valuable customers,banking,1,5,13,1,4,0
prompt service in the branch as well as doorstep service and running the bank branch with utmost discipline,banking,2,6,9,2,6,0
branch sales person not support,banking,0,1,9,1,4,0
discouraging loansinterest rate too high fds should be more flexi online account opening branch level no support,banking,0,1,2,0,1,3
experience working employee your bank,banking,2,6,13,1,4,0
bad service,banking,0,1,13,0,4,0
interest for gold loan is high,banking,0,1,2,0,1,3
overall i am happy with federal bank chengannur branch,banking,2,2,3,2,5,0
parking facilities to be improved and the atm should be attached to the bank building,banking,1,5,7,1,4,0
excellent service in villiappally branch,banking,2,2,3,2,5,0
best banking services fast,banking,2,6,13,1,4,0
please inform about the shortcomings in the documents at an earlier stage while processing loan,banking,1,5,2,1,4,0
mins went amount not came to account,banking,0,1,13,1,4,0
keep it up special thanks to mr srijith asstmanager very friendly knowledgeable and sincere i heard that he is getting transferred to kottayam hope some one coming in his place will keep up his standards,banking,2,2,13,1,6,0
not helping in the branch for any valuable costomers,banking,0,1,9,1,4,0
overall extraordinary performance to fbl staffs our branch nedumpuram,banking,2,6,9,2,6,0
improve speed,banking,1,5,13,1,4,0
about the gold lone,banking,1,5,13,1,4,0
feel that the personal connection is not upto the past level,banking,0,1,1,0,1,3
improve branch cleaning,banking,1,5,9,1,4,1
the problem which they told me will be solved in a day and half days ago is still not solved and no one is picking the number in the helpline which is given on google,banking,0,0,6,0,4,0
credit card,banking,1,5,2,1,4,0
staff were very helpful and my transition was completed in less than minutes,banking,2,2,13,1,4,0
at the moment whenever we make transaction we get a confirmation by mail as well as text msg automatically a monthly statement by mail is more appropriate than individual transaction by mail,banking,1,5,3,1,4,1
updating and posting is taking too much time,banking,0,1,13,1,4,0
continue and grow with this kind of service,banking,2,6,13,1,4,0
its better than other banks servicewise,banking,2,6,13,1,4,0
please kindly do not add my number in any account,banking,0,1,13,1,4,0
best service in jodhpur federal bank,banking,2,6,13,1,4,0
pur cdm machine in your atm cabin,banking,1,5,7,1,4,0
bad service,banking,0,1,13,0,4,0
debit card should be provided without any annual charges,banking,1,3,7,1,4,0
wish u all the best,banking,2,6,13,1,4,0
not satisfied,banking,0,1,5,2,6,0
install a small digital feedback system at each branch so customers can quickly rate their experience this will provide realtime insights into service quality,banking,1,3,1,1,4,0
better make the staffs more friendly to the customers,banking,1,5,13,1,4,0
reduce interest rate and processing fee for gold rate,banking,1,3,1,1,4,0
friendly staff with good manner,banking,2,2,13,1,4,0
always best and my branch manager is very very good,banking,2,2,9,2,6,0
arrange a reading corner and provide two newspapers are english and one malayalam preferential treatment for senior citizens desirabie,banking,1,5,7,1,4,0
the branch manager arun jude dominic was fantastic in supporting my requirements he was extremely cordial and highly responsive i enjoyed banking at this branch,banking,2,2,9,2,5,0
all the staff members were very helpful they understand the person problem and give proper solution and support,banking,2,1,13,0,4,0
product knowledge totally filled staff polite,banking,2,2,13,1,4,0
recently i had good experience from the branch staff named shobal andathode branch during my account convert process and email changed process he supported me well and followed up until the process completed really appreciated his valuable support,banking,2,2,3,2,6,0
ruppek bakwas hey,banking,0,1,13,1,4,0
documents update slowly processing,banking,0,1,13,1,4,0
there is no any suggestion because all bank staff behavior is very good,banking,2,2,5,2,6,0
bahut achha bank he federal bank yaha ka karmachari bahut achha he,banking,2,6,13,1,4,0
i use federal bank thirumalashettyhalli branchthere devipriya medam help the unejucateds and she works like a sharp magnetbank ll run by him,banking,2,6,9,2,6,0
excellent customer service excellent staff behaviour,banking,2,2,13,1,5,0
pen should provide for customer and tv for customer entertainment,banking,1,5,13,1,4,0
frequent training to office staff for coustomer satisfaction they should work with customer needs,banking,1,5,13,1,4,0
a bank which gives homely feeling keeps the customer in comfort zone and of all federal bank is a trust worthy ban,banking,2,6,1,1,4,0
parking facility to be improved,banking,1,5,13,1,4,0
very good staff nice behaviour good infrastructure,banking,2,2,5,2,6,0
establish more branches where ever possible,banking,1,3,9,1,4,1
it would be nice if customers are given a glass of water or some complementary items in order to attract more infrastructure needs to be developed manager and staff are very good at their service in irikkur branch,banking,1,5,9,2,4,1
looting our money in the name of minimum balance,banking,0,1,8,0,1,3
long time customer and happy customer,banking,2,2,3,2,1,2
recently i visited the parrashala branch they well behaved clarified my doubts about the banking and helped me to change the type of account thank you in the fed mobile app before the transaction please mention the charges for transaction,banking,2,2,3,2,6,0
one of the best service in banking sector now,banking,2,6,13,1,4,0
appoint a wathman to look after the parking,banking,1,5,3,1,4,1
all the staffs are behaving with a welcome smile and helping all the customers that they dont feel any difficulties for their needs and are leaving this office very very happy,banking,2,2,3,2,5,0
written or display other banking business in an attractive way,banking,1,5,13,1,4,0
some staff maintain good customer relationship while others are very poor the bank should reward those who are worthy of it,banking,1,5,11,0,4,0
normally the services are good,banking,2,2,13,1,4,0
all employees very good behaviour and fast working no waiting,banking,2,0,5,2,6,0
a few employees are not consumer friendly,banking,0,1,13,1,4,0
please increase the interest percentage to satisfy common people,banking,1,3,13,1,4,0
i really like the federal bank all staff are very friendly and professional love u federal bank,banking,2,6,13,1,4,0
improve speed and behaviour customer caring or support,banking,1,5,13,1,4,0
a perfect bank congratulation,banking,2,6,13,1,4,0
tds certificate can improve,banking,1,5,13,1,4,0
complete satisfaction only demanding maximum cash deposit at the time of new saving bank account openings,banking,1,5,13,1,4,0
please offer juice to customers during summer,banking,1,5,11,1,4,0
branch requires more sitting space for customers waiting for their turn,banking,1,0,9,1,4,1
proper training,banking,1,5,13,1,4,0
cdm ki zarurat hai,banking,1,5,13,1,4,0
try to make it easier the things like mobile number updation the old ways were easy and convenient through atm or net banking while paying importance to safety and security measures also consider the efforts and time required to carry out this,banking,1,5,7,1,4,0
i like banking services and network staff support and guide,banking,2,6,13,1,4,0
excellent service and i experienced meaningful behaviour from the employees and managers i interacted with them the branch doing very good job,banking,2,2,9,2,5,0
staff very very good excellent service i am very happy thank you federal bank,banking,2,2,3,2,5,0
why you change my credit card limit i pay emi money every time before your date,banking,0,1,2,0,1,3
no comment for bank staff behave of staff is good so no comments,banking,2,2,13,1,4,0
poor service,banking,0,1,13,0,4,0
services are good,banking,2,2,13,1,4,0
added beneficiary cooling time should be reduced,banking,1,5,13,1,4,0
provide more employees,banking,1,5,13,1,4,0
rotation transfer will reduce their bad behaviour,banking,1,1,4,0,4,0
branch opening time should be extended it is very useful for us,banking,1,5,9,1,4,1
government bank gives more service than federal bank the present staffs are not at all customer oriented they have attitude,banking,0,1,13,1,4,0
improve your services,banking,1,5,13,1,4,0
plz feed notes besides notes in your atm machine the bank,banking,1,5,7,1,4,0
bank staff is very nice and services are excellent,banking,2,2,13,1,5,0
federal bank system is very outstanding very nice worker and very helpful in federal bank,banking,2,2,13,1,4,0
increase branch network and cdm machine network in haryana federal bank lags in this,banking,1,5,9,1,4,1
federal bank one of the best bank our site,banking,2,6,13,1,4,0
very friendly atmosphere and cooperative staff very polite and helpful,banking,2,2,7,1,4,0
the efficiency of the branch manager smt nisha is excellent,banking,2,2,9,2,5,0
keep up good spirit and concern for those require special attention,banking,2,2,13,1,4,0
as the rush is less in banks so request staff to process as quick as possible,banking,1,3,13,1,4,0
always maintained two cash counter,banking,1,5,13,1,4,0
im happy with the federal bank service since kindly avoid maximum physical documentation and printing,banking,2,2,3,2,5,0
to be improved in their behaviour and knowledge in customer relations,banking,1,5,13,1,4,0
i am very comfortable with the bank procedures which gave me a hassle free banking experience thank you,banking,2,2,5,2,6,0
not delivered credit card but service charges apply on my account not any transaction last year,banking,0,1,2,0,1,3
i strongly recommend that the minimum balance change has to be avoided someny other government banks dont have the minimum balance change,banking,1,5,8,1,4,0
hope all services should be excellent,banking,2,2,13,1,5,0
services provided fed bank to the customer is appreciable,banking,2,6,3,2,6,0
please accept soft copies of pan aadhar documents,banking,1,5,13,1,4,0
bank man service is very fast,banking,2,6,13,1,4,0
all details pls tell on clear explanation,banking,1,3,13,1,4,0
no customer parking allowed staff unprofessional seen chatting eating at work desk most importantly i visited for a mobile no update staff said it was done but the update failed was not processed this lack of service and false assurance,banking,0,0,13,0,4,0
it is also sad that there is not a single federal bank atm in vadakara,banking,0,1,7,0,3,3
must provide atleast a credit who had gl portfolio of more than one crore and give other unsecured and secured business loans which your bank was least bothered,banking,1,5,2,1,4,0
employee must use tablet or digital platform to open accounts,banking,1,5,13,1,4,0
not proper response and getting from oro federal bank is gud,banking,0,1,13,1,4,0
time taken reduce,banking,1,5,13,1,4,0
the customer dealings and service quality should be maintained like now,banking,2,6,13,1,4,0
should open more branches at jaipur,banking,1,5,9,1,4,1
higher rate of interest on fdrs,banking,1,3,10,1,4,0
still not received any confirmation regarding change of address kindly process my request of address change and provide my confirmation or request reference number if you require my documents again then i can send them by email,banking,0,0,13,0,4,0
you could get rid off the minimum balance provision like other national banks did taking fines for not keeping up minimum balance feels like a loot on the poor,banking,0,1,1,0,4,3
i have had an account with canara bank for years your bank doesnt even come close to that i was very distracted,banking,0,1,13,1,4,0
federal bank good and corporation and account opening are very quickly responding then very good service,banking,2,2,5,2,6,0
removing foot wears outside the bank is not recommended especially for elderly customers,banking,1,6,13,1,4,0
tell everyone who are working in your branch happy smiles,banking,2,2,3,2,5,0
lunch break time should be specified and report back on time,banking,1,5,13,1,4,0
when a customer is asking for passbook updation the concerned staff initially refused to do only after the customer approached the officer concerned the staff updated the passbook,banking,0,1,3,1,4,0
all employees are not much familer with transfer of funds to a foreign country,banking,1,5,13,1,4,0
need a good service mode from staffs,banking,1,5,5,2,6,0
